time,currency,event,impact
00:00:00,JPY,BOJ Core CPI y/y,low
01:01:00,EUR,German Bank Holiday,holiday
09:59:00,USD,Richmond Manufacturing Index,low
01:01:00,NZD,Bank Holiday,holiday
01:01:00,AUD,Bank Holiday,holiday
18:50:00,JPY,SPPI y/y,low
