time,currency,event,impact
02:00:00,CHF,Trade Balance,medium
02:00:00,CHF,UBS Consumption Indicator,low
04:30:00,GBP,Public Sector Net Borrowing,high
05:00:00,EUR,Industrial New Orders m/m,medium
08:30:00,CAD,Core Retail Sales m/m,high
08:30:00,CAD,Retail Sales m/m,medium
09:00:00,EUR,Belgian NBB Business Climate,medium
09:00:00,USD,S&P/CS Composite-20 HPI y/y,medium
09:59:00,USD,Richmond Manufacturing Index,low
10:00:00,USD,CB Consumer Confidence,high
10:00:00,USD,New Home Sales,high
10:00:00,USD,HPI m/m,low
11:00:00,EUR,German Buba President Weidmann Speaks,medium
15:30:00,CAD,BOC Gov Carney Speaks,high
01:01:00,NZD,Bank Holiday,holiday
01:01:00,AUD,Bank Holiday,holiday
