time,currency,event,impact
02:00:00,CHF,UBS Consumption Indicator,medium
02:00:00,EUR,German GfK Consumer Climate,medium
02:00:00,EUR,German Import Prices m/m,low
04:30:00,GBP,Prelim GDP q/q,high
04:30:00,GBP,Index of Services 3m/3m,low
09:00:00,USD,S&P/CS Composite-20 HPI y/y,medium
09:59:00,USD,Richmond Manufacturing Index,low
10:00:00,USD,CB Consumer Confidence,high
10:00:00,USD,HPI m/m,low
12:00:00,GBP,MPC Member Posen Speaks,high
13:00:00,EUR,German Buba President Weber Speaks,medium
15:30:00,CAD,BOC Gov Carney Speaks,high
16:30:00,USD,FOMC Member Dudley Speaks,low
20:30:00,AUD,CPI q/q,high
20:30:00,AUD,Trimmed Mean CPI q/q,medium
22:00:00,NZD,Final ANZ Business Confidence,high
