time,currency,event,impact
01:01:00,EUR,German Prelim CPI m/m,medium
02:45:00,EUR,French Consumer Spending m/m,medium
04:00:00,EUR,M3 Money Supply y/y,medium
04:00:00,EUR,Private Loans y/y,low
05:20:00,GBP,MPC Member Bean Speaks,medium
08:30:00,USD,Core Durable Goods Orders m/m,high
08:30:00,USD,Durable Goods Orders m/m,medium
09:55:00,EUR,German Unemployment Change,medium
10:00:00,USD,New Home Sales,high
10:30:00,USD,Crude Oil Inventories,medium
16:00:00,NZD,Official Cash Rate,high
16:00:00,NZD,RBNZ Rate Statement,high
16:00:00,USD,FOMC Member Dudley Speaks,low
16:15:00,CAD,BOC Gov Carney Speaks,medium
19:00:00,AUD,CB Leading Index m/m,medium
19:50:00,JPY,Retail Sales y/y,medium
