time,currency,event,impact
01:00:00,JPY,Consumer Confidence,low
06:00:00,EUR,German Buba Monthly Report,low
08:30:00,CAD,Foreign Securities Purchases,medium
09:00:00,USD,Fed Chairman Bernanke Speaks,high
10:00:00,USD,CB Leading Index m/m,low
16:00:00,USD,FOMC Member Duke Speaks,low
18:45:00,NZD,CPI q/q,high
18:45:00,NZD,FPI m/m,low
19:50:00,JPY,Tertiary Industry Activity m/m,medium
21:30:00,AUD,Monetary Policy Meeting Minutes,high
