time,currency,event,impact
02:00:00,EUR,German Final CPI m/m,low
02:00:00,EUR,German WPI m/m,low
05:08:00,CNY,Foreign Direct Investment ytd/y,low
08:30:00,USD,Unemployment Claims,medium
08:30:00,USD,Import Prices m/m,low
10:30:00,USD,Natural Gas Storage,low
13:01:00,USD,30-y Bond Auction,low
18:30:00,NZD,BusinessNZ Manufacturing Index,low
19:30:00,AUD,RBA Gov Lowe Speaks,high
22:00:00,CNY,Fixed Asset Investment ytd/y,low
22:00:00,CNY,Industrial Production y/y,low
22:00:00,CNY,Retail Sales y/y,low
22:00:00,CNY,Unemployment Rate,low
