time,currency,event,impact
01:01:00,CHF,Bank Holiday,holiday
01:01:00,EUR,German Bank Holiday,holiday
01:01:00,EUR,French Bank Holiday,holiday
04:00:00,EUR,Italian Industrial Production m/m,low
09:00:00,EUR,ECB President Trichet Speaks,medium
13:45:00,USD,President Obama Speaks,low
14:00:00,GBP,MPC Member Weale Speaks,medium
18:45:00,NZD,FPI m/m,low
19:00:00,USD,FOMC Member Fisher Speaks,medium
19:01:00,GBP,RICS House Price Balance,medium
19:50:00,JPY,BSI Manufacturing Index,medium
21:30:00,AUD,NAB Business Confidence,medium
22:00:00,CNY,CPI y/y,high
22:00:00,CNY,Fixed Asset Investment ytd/y,medium
22:00:00,CNY,Industrial Production y/y,medium
22:00:00,CNY,NBS Press Conference,medium
22:00:00,CNY,PPI y/y,medium
22:00:00,CNY,Retail Sales y/y,low
23:42:00,JPY,Monetary Policy Statement,high
23:42:00,JPY,Overnight Call Rate,high
