time,currency,event,impact
02:00:00,CHF,Trade Balance,medium
02:35:00,JPY,BOJ Gov Kuroda Speaks,high
03:30:00,CHF,Libor Rate,high
03:30:00,CHF,SNB Monetary Policy Assessment,high
04:30:00,GBP,Retail Sales m/m,high
05:20:00,EUR,Long Term Refinancing Operation,high
06:00:00,GBP,CBI Industrial Order Expectations,medium
01:01:00,GBP,Scottish Independence Vote,high
08:30:00,CAD,Foreign Securities Purchases,medium
08:30:00,USD,Building Permits,high
08:30:00,USD,Unemployment Claims,high
08:30:00,USD,Housing Starts,medium
08:45:00,USD,Fed Chair Yellen Speaks,high
10:00:00,USD,Philly Fed Manufacturing Index,high
10:30:00,USD,Natural Gas Storage,low
18:45:00,NZD,Visitor Arrivals m/m,low
23:00:00,NZD,Credit Card Spending y/y,low
