time,currency,event,impact
01:00:00,JPY,Housing Starts y/y,low
02:00:00,EUR,German Retail Sales m/m,medium
03:00:00,CHF,KOF Economic Barometer,medium
04:30:00,GBP,Net Lending to Individuals m/m,medium
04:30:00,GBP,M4 Money Supply m/m,low
04:30:00,GBP,Mortgage Approvals,low
05:00:00,EUR,CPI Flash Estimate y/y,high
05:00:00,EUR,Core CPI Flash Estimate y/y,medium
05:00:00,EUR,Italian Prelim CPI m/m,low
08:30:00,CAD,GDP m/m,high
09:45:00,USD,Chicago PMI,medium
09:55:00,USD,Fed Chair Yellen Speaks,high
13:15:00,GBP,BOE Gov Carney Speaks,high
18:24:00,AUD,AIG Manufacturing Index,low
19:50:00,JPY,Tankan Manufacturing Index,medium
19:50:00,JPY,Tankan Non-Manufacturing Index,medium
21:00:00,CNY,Manufacturing PMI,high
21:30:00,JPY,Average Cash Earnings y/y,medium
21:45:00,CNY,Caixin Manufacturing PMI,high
23:30:00,AUD,Cash Rate,high
23:30:00,AUD,RBA Rate Statement,high
23:45:00,JPY,10-y Bond Auction,low
