time,currency,event,impact
04:00:00,EUR,Current Account,low
04:30:00,GBP,CPI y/y,high
04:30:00,GBP,PPI Input m/m,medium
04:30:00,GBP,RPI y/y,medium
04:30:00,GBP,Core CPI y/y,low
04:30:00,GBP,ONS HPI y/y,low
04:30:00,GBP,PPI Output m/m,low
08:30:00,USD,Building Permits,high
08:30:00,USD,CPI m/m,high
08:30:00,USD,Core CPI m/m,high
08:30:00,USD,Housing Starts,medium
10:37:00,NZD,GDT Price Index,high
19:30:00,AUD,RBA Gov Stevens Speaks,high
19:50:00,JPY,Trade Balance,medium
20:30:00,AUD,MI Leading Index m/m,low
