time,currency,event,impact
02:00:00,EUR,German WPI m/m,low
03:30:00,EUR,ECB President Draghi Speaks,high
05:00:00,EUR,Final CPI y/y,low
05:00:00,EUR,Final Core CPI y/y,low
05:08:00,EUR,Italian Trade Balance,low
08:00:00,EUR,German Buba President Weidmann Speaks,medium
08:30:00,CAD,Manufacturing Sales m/m,medium
08:30:00,CAD,Foreign Securities Purchases,low
09:15:00,USD,Capacity Utilization Rate,low
09:15:00,USD,Industrial Production m/m,low
09:30:00,GBP,CB Leading Index m/m,low
10:30:00,AUD,CB Leading Index m/m,low
16:00:00,USD,TIC Long-Term Purchases,low
