time,currency,event,impact
19:00:00,AUD,RBA Gov Stevens Speaks,high
19:50:00,JPY,Bank Lending y/y,low
19:50:00,JPY,M2 Money Stock y/y,low
21:30:00,AUD,ANZ Job Advertisements m/m,medium
