time,currency,event,impact
02:15:00,CHF,Trade Balance,low
03:15:00,CHF,Retail Sales y/y,medium
04:00:00,EUR,German ifo Business Climate,high
04:00:00,EUR,Italian Quarterly Unemployment Rate,low
04:30:00,GBP,Retail Sales m/m,high
04:30:00,GBP,Public Sector Net Borrowing,medium
04:30:00,GBP,M4 Money Supply m/m,low
05:00:00,EUR,Trade Balance,low
08:30:00,CAD,Core Retail Sales m/m,high
08:30:00,CAD,Foreign Securities Purchases,medium
08:30:00,CAD,Retail Sales m/m,medium
08:30:00,CAD,Leading Index m/m,low
08:30:00,USD,Unemployment Claims,high
10:00:00,USD,Philly Fed Manufacturing Index,medium
10:00:00,USD,CB Leading Index m/m,low
10:35:00,USD,Natural Gas Storage,low
10:45:00,USD,President Obama Speaks,low
13:30:00,USD,FOMC Member Fisher Speaks,medium
16:45:00,NZD,Visitor Arrivals m/m,low
18:50:00,JPY,All Industries Activity m/m,low
19:01:00,GBP,GfK Consumer Confidence,medium
20:00:00,USD,Treasury Sec Paulson Speaks,low
21:05:00,NZD,Credit Card Spending y/y,low
