time,currency,event,impact
18:45:00,NZD,Retail Sales q/q,high
18:47:00,NZD,Core Retail Sales q/q,medium
19:50:00,JPY,PPI y/y,low
21:30:00,AUD,Home Loans m/m,low
22:00:00,CNY,Industrial Production y/y,high
22:00:00,CNY,Fixed Asset Investment ytd/y,medium
22:00:00,CNY,Retail Sales y/y,low
