time,currency,event,impact
03:15:00,CHF,PPI m/m,medium
04:00:00,CNY,New Loans,medium
04:00:00,CNY,M2 Money Supply y/y,low
05:00:00,EUR,Industrial Production m/m,medium
01:01:00,EUR,Eurogroup Meetings,medium
01:01:00,CAD,Bank Holiday,holiday
01:01:00,USD,Bank Holiday,holiday
20:30:00,AUD,Monetary Policy Meeting Minutes,high
20:30:00,AUD,New Motor Vehicle Sales m/m,medium
21:00:00,USD,Fed Chairman Bernanke Speaks,high
