time,currency,event,impact
02:00:00,CHF,Trade Balance,low
04:00:00,EUR,Current Account,medium
04:30:00,GBP,Retail Sales m/m,high
04:54:00,EUR,Spanish 10-y Bond Auction,medium
08:30:00,CAD,Wholesale Sales m/m,medium
08:30:00,USD,Unemployment Claims,high
10:00:00,USD,Philly Fed Manufacturing Index,high
10:00:00,USD,CB Leading Index m/m,low
10:30:00,USD,Fed Chairman Bernanke Testifies,high
10:30:00,USD,Natural Gas Storage,low
18:45:00,NZD,Visitor Arrivals m/m,low
23:03:00,NZD,Credit Card Spending y/y,low
