time,currency,event,impact
06:00:00,EUR,German Buba Monthly Report,medium
08:15:00,USD,FOMC Member Kroszner Speaks,low
01:01:00,All,IMF Meetings,medium
19:00:00,USD,FOMC Member Evans Speaks,medium
20:45:00,EUR,ECB President Trichet Speaks,medium
