time,currency,event,impact
04:30:00,GBP,M4 Money Supply m/m,low
06:00:00,EUR,German Buba Monthly Report,medium
19:50:00,JPY,SPPI y/y,low
21:30:00,AUD,CPI q/q,high
21:30:00,AUD,Trimmed Mean CPI q/q,medium
23:00:00,NZD,Credit Card Spending y/y,low
