time,currency,event,impact
02:45:00,EUR,French Final CPI m/m,low
02:45:00,EUR,French Final Private Payrolls q/q,low
03:30:00,CHF,Libor Rate,high
03:30:00,CHF,SNB Monetary Policy Assessment,high
03:30:00,CHF,SNB Press Conference,high
04:00:00,EUR,ECB Monthly Bulletin,medium
04:30:00,GBP,Consumer Inflation Expectations,medium
06:00:00,GBP,CBI Industrial Order Expectations,medium
08:30:00,CAD,Labor Productivity q/q,medium
08:30:00,CAD,Manufacturing Sales m/m,medium
08:30:00,CAD,NHPI m/m,low
08:30:00,USD,Core Retail Sales m/m,high
08:30:00,USD,PPI m/m,high
08:30:00,USD,Retail Sales m/m,high
08:30:00,USD,Core PPI m/m,medium
08:30:00,USD,Unemployment Claims,low
09:00:00,USD,FOMC Member Geithner Speaks,low
09:20:00,GBP,MPC Member Tucker Speaks,medium
10:00:00,USD,Business Inventories m/m,medium
10:30:00,USD,Natural Gas Storage,low
13:00:00,USD,10-y Bond Auction,medium
16:45:00,NZD,Manufacturing Sales q/q,low
18:50:00,JPY,Tankan Manufacturing Index,high
18:50:00,JPY,Tankan Non-Manufacturing Index,medium
21:00:00,CNY,Fixed Asset Investment ytd/y,medium
