time,currency,event,impact
01:01:00,EUR,French Bank Holiday,holiday
02:00:00,EUR,German Final CPI m/m,low
02:00:00,EUR,German WPI m/m,low
03:31:00,CNY,M2 Money Supply y/y,low
03:31:00,CNY,New Loans,low
04:30:00,GBP,Construction Output m/m,low
01:01:00,CAD,Bank Holiday,holiday
01:01:00,USD,Bank Holiday,holiday
08:30:00,USD,FOMC Member Fischer Speaks,medium
10:00:00,USD,Prelim UoM Consumer Sentiment,high
10:00:00,USD,Prelim UoM Inflation Expectations,low
10:50:00,CAD,BOC Gov Poloz Speaks,high
