time,currency,event,impact
02:35:00,JPY,BOJ Gov Shirakawa Speaks,medium
03:15:00,CHF,Retail Sales y/y,high
04:00:00,EUR,Italian Trade Balance,low
05:00:00,EUR,Trade Balance,low
07:00:00,CAD,Core CPI m/m,high
07:00:00,CAD,CPI m/m,medium
09:00:00,USD,TIC Long-Term Purchases,high
09:15:00,USD,Capacity Utilization Rate,medium
09:15:00,USD,Industrial Production m/m,medium
09:55:00,USD,Prelim UoM Consumer Sentiment,medium
09:55:00,USD,Prelim UoM Inflation Expectations,low
15:30:00,USD,Federal Budget Balance,medium
